24

10 30
7 8
47 24 b
78 89 b
8 110 b
41 20 b
140 105 b
69 94 b
27 69 b
106 113 b
23 129 b
115 142 b
53 2 b
133 118 b
80 76 b
0 23 b
134 124 b
31 75 b
84 3 b
44 119 b
28 63 b
49 13 b
107 48 b
34 79 b
88 4 b
92 23 b
18 20 a
105 52 b
52 45 b
123 49 b
27 100 b
96 70 b
37 50 b
72 139 b
121 149 b
34 66 b
88 102 b
20 88 q
133 54 b
36 19 b
32 84 b
125 26 b
104 67 b
19 99 b
126 58 b
143 144 b
147 40 b
23 107 b
119 39 b
3 127 b
21 64 b
79 103 b
77 24 b
7 98 b
26 10 b
62 92 b
146 36 b
134 53 b
5 90 b
63 91 b
84 44 b
46 136 b
120 77 b
116 47 b
129 114 b
6 52 b
75 80 b
113 90 b
41 85 j
119 15 b
99 42 b
9 120 b
105 73 b
104 122 b
51 4 b
20 51 d
73 115 b
2 141 b
133 134 b
103 89 b
85 88 b
70 121 b
82 71 b
51 102 b
121 106 b
26 12 b
16 7 b
124 7 b
124 53 b
108 81 b
31 5 b
58 32 b
122 62 b
46 21 b
99 62 b
139 96 b
20 85 p
131 109 b
128 8 b
94 13 b
62 0 b
139 145 b
0 60 b
126 84 b
72 145 b
44 112 b
69 36 b
90 76 b
118 54 b

150 300
31 51
102 49 b
17 125 r
2 59 w
6 127 y
7 32 m
81 100 t
60 61 n
52 68 m
55 45 c
54 136 f
22 41 u
29 37 z
15 50 f
0 101 g
8 1 x
19 103 r
135 7 q
13 138 e
18 144 s
145 40 b
141 65 t
131 54 a
112 8 o
79 2 x
142 78 z
57 129 r
74 36 l
139 3 p
113 111 d
70 21 c
56 62 u
70 116 h
75 61 c
64 7 m
24 46 a
140 115 c
82 74 h
90 51 d
122 132 x
63 79 z
87 83 x
120 105 h
88 92 o
133 45 c
105 47 u
58 139 u
88 94 l
56 28 y
69 133 t
139 23 h
6 78 y
37 7 z
137 146 w
83 105 t
112 50 q
50 99 a
17 52 r
99 34 b
55 126 l
118 136 k
108 119 w
120 96 x
147 97 z
68 135 n
73 108 v
124 3 j
95 24 h
36 91 u
140 121 c
103 11 r
139 22 r
46 57 m
148 114 b
65 133 c
60 95 k
144 123 f
40 56 r
54 134 g
38 39 k
89 131 p
73 56 m
119 43 g
112 15 c
45 66 s
57 97 q
25 104 t
55 16 y
102 56 v
61 95 s
73 40 q
133 55 t
104 73 z
134 113 g
134 92 e
71 9 e
96 75 y
145 102 z
16 45 v
100 25 c
146 72 b
15 14 n
138 6 k
0 114 t
27 81 y
111 74 p
138 42 q
80 63 n
142 42 i
84 72 c
11 7 b
112 14 t
84 106 s
35 124 r
146 106 j
109 44 u
105 75 w
140 34 c
103 37 z
105 60 d
22 27 r
24 147 t
93 102 b
50 8 g
67 149 r
65 126 d
34 70 k
128 46 e
78 48 r
93 56 b
123 104 x
87 105 f
84 107 d
114 82 c
143 119 k
116 65 c
104 145 w
2 85 s
38 20 i
12 143 i
82 86 q
37 135 z
28 143 s
35 58 r
80 46 q
30 138 z
85 15 o
71 105 v
53 65 t
97 59 n
86 84 h
139 39 l
50 1 o
44 43 g
58 3 q
23 27 t
53 69 b
103 135 z
118 94 o
143 26 v
81 77 l
144 93 v
7 4 z
44 136 u
114 101 t
5 33 z
15 1 d
9 128 g
124 139 p
100 77 y
86 137 d
77 25 f
56 12 g
39 20 n
94 130 r
117 141 c
13 30 z
89 119 a
88 148 k
78 33 z
87 71 m
100 18 e
93 49 i
108 143 m
9 60 w
99 140 c
5 90 i
101 82 w
12 62 m
121 122 c
135 32 q
63 147 s
107 83 v
23 38 q
119 26 u
30 6 z
115 21 c
122 53 b
78 5 e
136 88 l
66 103 r
130 76 l
77 145 s
41 18 b
33 51 z
69 55 t
66 52 m
4 142 z
97 112 h
37 32 q
48 5 z
95 98 m
30 142 z
46 79 s
68 103 m
10 116 c
0 82 w
101 86 v
141 55 t
34 115 z
35 23 i
54 88 f
23 39 y
73 62 i
54 92 g
87 120 f
121 115 l
38 22 i
103 29 z
57 2 t
47 128 k
109 131 s
149 68 m
3 20 f
31 35 f
61 98 x
77 123 j
135 13 e
143 89 c
140 21 c
107 71 n
123 145 a
103 64 r
149 110 d
21 10 c
132 117 x
131 118 e
137 84 l
40 12 u
149 66 r
45 17 r
108 28 x
9 47 m
24 80 u
146 84 h
89 26 s
29 135 z
111 101 i
98 24 w
35 139 g
3 38 o
6 48 z
130 148 s
132 141 b
37 11 o
125 19 r
80 57 v
113 130 d
97 85 p
39 22 u
59 85 e
52 103 m
72 87 a
105 96 e
123 102 w
98 80 r
16 67 m
122 117 l
94 76 n
117 53 t
43 54 l
75 60 p
117 69 f
92 94 r
35 38 q
34 121 c
119 109 n
34 10 w
131 136 d
36 72 n
76 0 r
46 63 r
85 129 h
22 100 i
138 4 n
17 149 r
21 122 c
50 140 r
116 117 i
10 122 c
135 11 r

180 300
65 179
117 4 t
43 104 t
134 155 t
68 130 t
39 115 t
112 8 t
86 18 t
3 35 t
0 92 t
50 124 t
152 151 t
112 82 t
157 167 t
164 93 t
126 11 t
49 63 t
58 44 t
55 3 t
97 23 t
175 113 t
128 17 t
10 115 t
4 102 t
164 39 t
109 87 t
62 3 t
177 56 t
125 47 t
177 23 t
111 76 t
141 81 t
136 128 t
28 5 t
38 104 t
141 129 t
123 63 t
178 109 t
31 103 t
46 133 t
42 60 p
136 169 t
56 23 t
143 137 t
26 104 t
132 30 t
127 38 t
177 97 t
17 111 t
55 19 t
136 37 t
0 143 t
100 127 t
84 71 t
11 90 t
1 142 t
60 63 c
29 34 t
7 118 t
139 164 t
7 74 t
82 174 t
76 72 t
157 170 t
95 126 t
18 176 t
11 117 t
149 18 t
41 113 t
152 84 t
119 27 t
137 134 t
91 2 t
87 157 t
74 29 t
119 57 t
125 146 t
155 86 t
40 162 t
156 145 t
137 70 t
143 70 t
165 146 t
67 124 t
135 141 t
82 153 t
69 125 t
9 116 t
21 86 t
162 71 t
88 149 t
91 166 t
28 106 t
5 106 t
93 10 t
55 0 t
148 44 t
158 50 t
85 38 t
66 13 t
100 144 t
73 97 t
107 162 t
11 58 t
24 126 t
129 98 t
18 101 t
143 122 t
158 45 t
26 56 t
17 172 t
144 43 t
18 141 t
124 68 t
15 91 t
154 148 t
123 20 t
173 31 t
56 46 t
60 77 j
129 14 t
146 126 t
120 75 t
98 112 t
64 119 t
113 150 t
106 6 t
69 105 t
79 179 t
121 28 t
143 88 t
12 168 t
154 11 t
24 11 t
130 51 t
169 166 t
6 100 t
178 87 t
59 20 t
134 88 t
138 52 t
126 154 t
43 26 t
164 10 t
134 70 t
170 179 t
133 39 t
15 9 t
127 144 t
22 67 t
15 136 t
145 61 t
103 159 t
149 86 t
49 160 t
161 81 t
39 45 t
100 85 t
172 64 t
21 18 t
3 92 t
175 99 t
159 96 t
50 67 t
13 87 t
1 55 t
72 27 t
80 161 t
141 80 t
60 78 t
77 121 t
172 72 t
48 85 t
138 146 t
24 52 t
37 91 t
52 95 t
140 4 t
38 177 t
117 9 t
164 133 t
30 7 t
148 90 t
82 54 t
130 29 t
99 152 t
147 145 t
106 131 t
135 80 t
122 149 t
118 34 t
159 12 t
1 119 t
97 164 t
149 21 t
166 114 t
10 158 t
35 137 t
60 20 u
153 41 t
61 138 t
102 15 t
50 132 t
89 14 t
48 16 t
52 126 t
89 120 t
144 16 t
1 57 t
13 109 t
60 123 r
124 171 t
10 39 t
47 146 t
147 69 t
153 54 t
29 53 t
140 136 t
65 42 t
43 73 t
101 135 t
146 95 t
75 173 t
150 40 t
163 79 t
65 60 e
108 79 t
93 39 t
91 116 t
123 49 t
127 48 t
35 143 t
16 38 t
60 59 t
6 48 t
30 51 t
163 157 t
142 3 t
60 121 h
10 22 t
22 110 t
36 76 t
41 107 t
49 33 t
162 152 h
39 158 t
116 169 t
25 108 t
176 161 t
7 147 t
108 179 t
32 175 t
80 14 t
156 165 t
87 163 t
146 52 t
14 120 t
149 176 t
155 101 t
158 115 t
36 1 t
105 165 t
110 51 t
94 111 t
96 12 t
29 156 t
96 82 t
54 41 t
45 22 t
84 66 t
81 89 t
177 139 t
114 36 t
146 24 t
41 175 t
103 8 t
113 99 t
42 78 p
157 108 t
131 127 t
163 25 t
153 32 t
166 94 t
24 95 t
80 89 t
92 143 t
138 125 t
148 140 t
119 62 t
33 6 t
147 156 t
135 81 t
151 87 t
40 99 t
8 168 t
116 114 t
137 83 t
51 7 t
157 25 t
71 178 t
133 10 t

200 300
180 57
103 97 s
103 1 s
142 62 s
127 36 s
179 7 s
181 120 s
3 31 s
121 127 s
166 158 s
173 197 s
76 186 s
95 43 s
95 117 s
120 100 s
60 166 s
91 162 s
178 91 s
3 21 s
176 182 s
18 11 s
194 21 s
44 198 s
79 18 s
3 37 s
22 187 s
111 148 s
172 157 s
122 136 s
1 181 s
2 116 s
165 78 s
0 87 s
65 171 s
149 183 s
186 122 s
172 42 s
5 167 s
168 55 s
78 70 s
176 160 s
18 191 s
39 22 s
40 10 s
44 67 s
30 145 s
81 3 s
173 32 s
50 63 s
91 185 s
51 39 s
154 46 p
93 116 s
183 126 s
96 53 s
71 90 s
195 33 s
113 45 s
52 12 s
65 78 s
199 14 s
83 190 s
175 126 s
94 55 s
95 6 s
83 5 s
84 173 s
182 28 s
116 79 s
115 137 s
74 65 s
140 119 s
19 49 s
106 152 s
185 77 s
90 148 s
100 107 s
98 170 s
48 170 s
60 147 s
119 31 s
40 195 s
96 27 s
190 5 s
196 17 s
63 80 s
164 69 s
149 175 s
49 168 s
170 109 s
175 124 s
178 96 s
114 64 s
138 50 s
193 0 s
158 23 s
134 155 s
52 169 s
30 192 s
25 173 s
87 60 s
76 115 s
87 108 s
77 54 s
12 195 s
191 174 s
39 137 s
98 86 s
9 182 s
109 101 s
187 65 s
66 65 s
13 121 s
196 112 s
55 91 s
121 184 s
60 20 s
89 44 s
194 31 s
168 8 s
129 113 s
159 128 s
148 105 s
6 85 s
177 56 s
196 182 s
7 75 s
48 24 s
160 0 s
146 143 s
52 40 s
44 104 s
33 189 s
198 48 s
174 16 s
93 114 s
69 190 s
137 22 s
130 32 s
16 190 s
2 73 s
152 172 s
41 60 s
27 44 s
34 131 s
51 115 s
22 66 s
123 71 s
15 154 q
46 13 s
11 153 s
184 179 s
32 110 s
194 186 s
174 159 s
143 148 s
67 170 s
43 117 s
121 36 s
183 175 s
63 118 s
80 59 s
181 107 s
130 175 s
88 194 s
160 199 s
115 122 s
66 74 s
191 153 s
127 99 s
43 29 s
196 176 s
26 89 s
182 160 s
125 106 s
91 53 s
68 161 s
134 2 s
11 174 s
98 48 s
1 135 s
123 35 s
61 33 s
165 102 s
78 171 s
126 68 s
104 67 s
71 163 s
161 142 s
146 163 s
35 90 s
125 172 s
112 28 s
197 149 s
43 6 s
192 123 s
173 149 s
15 138 a
145 72 s
44 144 s
101 88 s
19 94 s
182 41 s
56 47 s
44 98 s
184 103 s
120 134 s
11 164 s
38 95 s
47 93 s
135 100 s
190 52 s
176 193 s
56 93 s
167 139 s
133 181 s
13 188 s
8 162 s
112 182 s
92 191 s
187 165 s
15 188 u
2 47 s
72 71 s
151 17 s
5 58 s
135 120 s
122 34 s
108 57 s
185 54 s
128 83 s
195 10 s
45 150 s
100 177 s
175 68 s
194 76 s
138 36 s
105 130 s
165 129 s
79 64 s
179 118 s
30 42 s
161 95 s
54 26 s
89 104 s
112 176 s
6 151 s
153 164 s
35 146 s
180 15 s
141 19 s
42 156 s
84 197 s
33 141 s
45 4 s
107 134 s
62 117 s
99 133 s
70 106 s
73 47 s
53 89 s
31 76 s
37 51 s
180 46 e
109 140 s
86 81 s
191 11 s
27 26 s
172 72 s
115 34 s
141 94 s
80 99 s
5 12 s
156 111 s
148 25 s
124 68 s
110 124 s
91 96 s
22 74 s
161 38 s
114 79 s
114 18 s
39 34 s
169 61 s
148 84 s
174 128 s
117 196 s
14 87 s
34 137 s
49 178 s
4 125 s
18 92 s
125 30 s
133 7 s
2 114 s
141 82 s
185 26 s
180 154 e
184 99 s
137 132 s
17 9 s

250 300
148 218
200 104 s
239 34 s
26 86 s
63 126 s
87 22 s
236 114 s
35 71 s
4 232 s
192 135 s
101 26 s
123 139 s
136 203 s
201 108 s
128 0 s
88 50 s
48 239 s
222 111 s
101 105 s
145 126 s
108 16 s
223 167 s
187 51 s
148 52 s
207 172 s
226 64 s
157 36 s
113 144 s
186 221 s
104 112 s
44 96 s
47 4 s
140 53 s
227 226 s
192 215 s
0 82 s
242 3 s
46 185 s
199 206 s
146 48 s
94 67 s
207 12 s
31 115 s
164 244 s
171 223 s
249 15 s
22 9 s
199 195 s
81 243 s
52 149 x
2 237 s
93 51 s
158 37 s
144 224 s
30 203 s
167 73 s
242 121 s
151 191 s
191 49 s
174 116 s
129 218 s
187 229 s
4 58 s
92 164 s
185 125 s
55 87 s
206 132 s
8 191 s
147 11 s
148 35 p
3 32 s
89 46 s
138 20 s
25 93 s
126 90 s
106 1 s
165 207 s
175 55 s
243 94 s
23 129 s
152 80 s
206 53 s
133 153 s
224 161 s
228 88 s
243 211 s
103 217 s
86 175 s
74 30 s
144 97 s
68 182 s
243 28 s
193 145 s
160 209 s
213 219 s
202 24 s
177 68 s
39 213 s
44 233 s
212 16 s
42 128 s
200 21 s
46 2 s
189 194 s
165 198 s
47 5 s
36 155 s
76 119 s
78 92 s
88 196 s
249 99 s
165 172 s
196 188 s
203 240 s
79 103 s
132 85 s
179 77 s
110 167 s
222 78 s
241 8 s
5 212 s
65 193 s
215 135 s
155 198 s
125 169 s
237 226 s
35 66 s
14 241 s
38 189 s
119 165 s
136 62 s
107 124 s
62 150 s
229 160 s
26 173 s
208 140 s
12 83 s
58 29 s
225 91 s
91 238 s
59 199 s
96 181 s
9 92 s
228 180 s
13 213 s
108 212 s
97 43 s
184 187 s
188 247 s
177 84 s
18 183 s
3 110 s
174 176 s
23 218 s
114 39 s
245 190 s
109 248 s
40 79 s
74 220 s
68 134 s
239 245 s
38 215 s
142 80 s
2 227 s
110 197 s
171 102 s
103 70 s
222 170 s
86 105 s
198 172 s
198 204 s
28 109 s
204 243 s
185 143 s
217 33 s
29 208 s
10 192 s
244 65 s
205 126 s
17 0 s
186 6 s
73 88 s
208 123 s
62 40 s
65 133 s
184 93 s
23 41 s
176 14 s
102 242 s
77 100 s
97 230 s
133 19 s
155 72 s
124 13 s
22 130 s
195 127 s
66 102 s
39 186 s
212 56 s
28 113 s
69 98 s
219 122 s
80 137 s
156 171 s
36 233 s
47 141 s
167 228 s
112 184 s
64 31 s
87 246 s
91 166 s
178 183 s
11 120 s
187 74 s
209 40 s
14 18 s
100 238 s
11 116 s
199 140 s
19 63 s
189 101 s
124 39 s
95 249 s
111 162 s
151 10 s
117 151 s
114 159 s
195 157 s
169 227 s
162 231 s
193 205 s
225 234 s
90 13 s
68 43 s
64 200 s
172 60 s
23 210 s
25 106 s
80 225 s
103 168 s
175 163 s
143 227 s
43 142 s
239 216 s
58 54 s
27 118 s
239 23 s
37 95 s
127 44 s
214 179 s
181 76 s
37 249 s
233 181 s
106 187 s
61 236 s
83 204 s
205 154 s
121 197 s
20 25 s
87 24 s
166 89 s
70 42 s
238 185 s
141 201 s
145 61 s
71 156 s
61 107 s
160 136 s
50 147 s
247 178 s
195 139 s
241 117 s
128 158 s
147 174 s
6 47 s
79 45 s
116 131 s
45 17 s
226 138 s
28 177 s
191 38 s
26 69 s
140 206 s
1 57 s
69 235 s
67 248 s
179 234 s
55 202 s
33 146 s
22 222 s
201 4 s
203 75 s
83 81 s
134 152 s
234 27 s
22 7 s
80 214 s
6 221 s
231 19 s
29 59 s
105 202 s

300 300
41 228
181 244 q
64 44 q
0 25 q
213 201 q
245 291 q
222 215 q
134 228 q
293 18 q
292 221 q
92 272 q
264 276 q
9 227 q
68 194 q
44 225 q
285 252 q
65 130 q
255 247 q
243 107 q
210 259 q
200 220 q
282 207 q
258 208 q
223 128 q
136 1 q
19 79 q
148 64 q
151 242 q
28 163 q
254 36 q
112 299 q
216 196 q
121 5 q
277 35 q
100 145 q
202 263 q
71 81 q
262 22 q
99 279 q
11 218 q
105 52 q
235 266 q
21 161 q
77 7 q
127 131 q
53 178 q
36 210 q
161 186 q
52 262 q
58 76 q
212 10 q
74 251 q
169 269 q
182 9 q
195 74 q
231 280 q
67 181 q
177 202 q
299 240 q
294 13 q
47 190 q
59 277 q
38 297 q
252 99 q
88 46 q
158 267 q
164 75 q
180 87 q
52 158 q
73 260 q
81 204 q
133 293 q
216 257 q
130 11 q
85 108 q
20 234 q
121 24 q
103 156 q
124 111 q
188 153 q
34 165 q
61 176 q
191 125 q
254 278 q
154 89 q
280 290 q
268 16 q
108 100 q
285 62 q
63 124 q
58 157 q
21 83 q
58 250 q
148 93 q
14 235 q
173 106 q
210 275 q
213 189 q
106 55 q
135 148 q
177 78 q
213 109 q
218 118 q
87 182 q
129 96 q
289 95 q
123 117 q
73 213 q
122 226 q
198 212 q
252 173 q
6 72 q
194 222 q
5 151 q
238 236 q
267 231 q
176 43 q
27 159 q
11 32 q
102 4 q
109 121 q
131 119 q
30 206 h
31 229 q
273 19 q
125 180 q
237 144 q
199 284 q
244 152 q
78 230 q
127 265 q
109 273 q
107 51 q
107 102 q
286 177 q
278 205 q
227 58 q
298 112 q
84 0 q
70 90 q
169 283 q
106 23 q
210 149 q
120 233 q
5 3 q
27 249 q
281 66 q
149 211 q
31 256 q
154 162 q
26 82 q
143 155 q
16 167 q
149 2 q
224 203 q
88 217 q
205 253 q
35 20 q
187 47 q
160 281 q
299 116 q
92 33 q
123 6 q
222 126 q
167 39 q
95 88 q
108 40 q
166 68 q
193 65 q
180 29 q
298 150 q
203 179 q
157 197 q
39 71 q
17 139 q
97 28 q
28 67 q
141 187 q
33 85 q
299 50 q
55 80 q
169 199 q
83 292 q
261 141 q
2 219 q
246 285 q
9 147 q
279 120 q
215 191 q
38 14 q
35 73 q
185 237 q
69 175 q
14 295 q
207 166 q
114 246 q
22 287 q
86 49 q
116 114 q
64 170 q
231 101 q
136 60 q
120 224 q
235 26 q
88 238 q
268 200 q
202 70 q
70 34 q
136 31 q
37 53 q
267 57 q
166 137 q
215 132 q
162 248 q
238 143 q
190 214 q
16 168 q
11 105 q
146 192 q
149 135 q
41 216 l
115 243 q
215 122 q
293 138 q
113 193 q
158 183 q
247 271 q
178 268 q
259 91 q
247 133 q
147 286 q
194 84 q
165 123 q
148 27 q
103 115 q
231 110 q
78 48 q
157 185 q
287 94 q
12 37 q
266 288 q
151 17 q
225 7 q
41 30 q
70 63 q
238 172 q
199 103 q
112 45 q
277 264 q
259 164 q
232 289 q
242 255 q
44 160 q
216 232 q
121 209 q
55 254 q
248 282 q
55 140 q
68 184 q
285 69 q
92 195 q
10 127 q
207 92 q
63 61 q
163 223 q
101 298 q
167 171 q
98 294 q
168 174 q
13 8 q
225 59 q
241 258 q
229 12 q
96 21 q
178 113 q
107 56 q
25 97 q
270 198 q
271 241 q
232 42 q
51 134 q
163 239 q
156 188 q
201 274 q
8 146 q
72 136 q
96 154 q
241 38 q
116 86 q
60 270 q
227 15 q
238 142 q
282 296 q
12 104 q
2 54 q
44 77 q
238 129 q
52 245 q
209 261 q
26 169 q
271 98 q
